step,time,omega,kinetic,potential,entropy,gradient_norm,max_density,min_density,is_stable,gradient_energy,entropy_interaction,max_avalanche,avalanche_count,mean_size,power_law_exponent,price,volatility,value_delta
34,0.35000000000000014,2.0125,0.0,0.0,0.0,0.0,1.0,0.0,True,2.0125,0.0,0,0,0.0,0.0,100.0,0.0,0.0
35,0.36000000000000015,2.1,0.0,0.0,0.0,0.0,1.0,0.0,True,2.1,0.0,0,0,0.0,0.0,100.0,0.0,0.0
36,0.37000000000000016,2.25,0.0,0.0,0.0,0.0,2.0,0.0,True,2.25,0.0,0,0,0.0,0.0,100.0,0.0,0.0
37,0.38000000000000017,2.4000000000000004,0.0,0.0,0.0,0.0,2.0,0.0,True,2.4000000000000004,0.0,0,0,0.0,0.0,100.0,0.0,0.0
38,0.3900000000000002,2.4875000000000003,0.0,0.0,0.0,0.0,2.0,0.0,True,2.4875000000000003,0.0,0,0,0.0,0.0,100.0,0.0,0.0
39,0.4000000000000002,2.5375,0.0,0.0,0.0,0.0,2.0,0.0,True,2.5375,0.0,0,0,0.0,0.0,100.0,0.0,0.0
40,0.4100000000000002,2.5875000000000004,0.0,0.0,0.0,0.0,2.0,0.0,True,2.5875000000000004,0.0,0,0,0.0,0.0,100.0,0.0,0.0
41,0.4200000000000002,2.6375,0.0,0.0,0.0,0.0,2.0,0.0,True,2.6375,0.0,0,0,0.0,0.0,100.0,0.0,0.0
42,0.4300000000000002,2.6625000000000005,0.0,0.0,0.0,0.0,2.0,0.0,True,2.6625000000000005,0.0,0,0,0.0,0.0,100.0,0.0,0.0
43,0.4400000000000002,2.75,0.0,0.0,0.0,0.0,2.0,0.0,True,2.75,0.0,0,0,0.0,0.0,100.0,0.0,0.0
44,0.45000000000000023,2.75,0.0,0.0,0.0,0.0,2.0,0.0,True,2.75,0.0,0,0,0.0,0.0,100.0,0.0,0.0
45,0.46000000000000024,2.7750000000000004,0.0,0.0,0.0,0.0,2.0,0.0,True,2.7750000000000004,0.0,0,0,0.0,0.0,100.0,0.0,0.0
46,0.47000000000000025,2.825,0.0,0.0,0.0,0.0,2.0,0.0,True,2.825,0.0,0,0,0.0,0.0,100.0,0.0,0.0
47,0.48000000000000026,2.875,0.0,0.0,0.0,0.0,2.0,0.0,True,2.875,0.0,0,0,0.0,0.0,100.0,0.0,0.0
48,0.49000000000000027,2.925,0.0,0.0,0.0,0.0,2.0,0.0,True,2.925,0.0,0,0,0.0,0.0,100.0,0.0,0.0
49,0.5000000000000002,2.975,0.0,0.0,0.0,0.0,2.0,0.0,True,2.975,0.0,0,0,0.0,0.0,100.0,0.0,0.0
50,0.5100000000000002,3.0250000000000004,0.0,0.0,0.0,0.0,2.0,0.0,True,3.0250000000000004,0.0,0,0,0.0,0.0,100.0,0.0,0.0
51,0.5200000000000002,3.075,0.0,0.0,0.0,0.0,2.0,0.0,True,3.075,0.0,0,0,0.0,0.0,100.0,0.0,0.0
52,0.5300000000000002,3.1,0.0,0.0,0.0,0.0,2.0,0.0,True,3.1,0.0,0,0,0.0,0.0,100.0,0.0,0.0
53,0.5400000000000003,3.1875,0.0,0.0,0.0,0.0,2.0,0.0,True,3.1875,0.0,0,0,0.0,0.0,100.0,0.0,0.0
54,0.5500000000000003,3.2375000000000003,0.0,0.0,0.0,0.0,2.0,0.0,True,3.2375000000000003,0.0,0,0,0.0,0.0,100.0,0.0,0.0
55,0.5600000000000003,3.2875000000000005,0.0,0.0,0.0,0.0,2.0,0.0,True,3.2875000000000005,0.0,0,0,0.0,0.0,100.0,0.0,0.0
56,0.5700000000000003,3.2875000000000005,0.0,0.0,0.0,0.0,2.0,0.0,True,3.2875000000000005,0.0,0,0,0.0,0.0,100.0,0.0,0.0
57,0.5800000000000003,3.4125000000000005,0.0,0.0,0.0,0.0,2.0,0.0,True,3.4125000000000005,0.0,0,0,0.0,0.0,100.0,0.0,0.0
58,0.5900000000000003,3.4625000000000004,0.0,0.0,0.0,0.0,2.0,0.0,True,3.4625000000000004,0.0,0,0,0.0,0.0,100.0,0.0,0.0
59,0.6000000000000003,3.4875000000000003,0.0,0.0,0.0,0.0,2.0,0.0,True,3.4875000000000003,0.0,0,0,0.0,0.0,100.0,0.0,0.0
60,0.6100000000000003,3.5375000000000005,0.0,0.0,0.0,0.0,2.0,0.0,True,3.5375000000000005,0.0,0,0,0.0,0.0,100.0,0.0,0.0
61,0.6200000000000003,3.5625,0.0,0.0,0.0,0.0,2.0,0.0,True,3.5625,0.0,0,0,0.0,0.0,100.0,0.0,0.0
62,0.6300000000000003,3.5875000000000004,0.0,0.0,0.0,0.0,2.0,0.0,True,3.5875000000000004,0.0,0,0,0.0,0.0,100.0,0.0,0.0
63,0.6400000000000003,3.6750000000000003,0.0,0.0,0.0,0.0,2.0,0.0,True,3.6750000000000003,0.0,0,0,0.0,0.0,100.0,0.0,0.0
64,0.6500000000000004,3.7,0.0,0.0,0.0,0.0,2.0,0.0,True,3.7,0.0,0,0,0.0,0.0,100.0,0.0,0.0
65,0.6600000000000004,3.75,0.0,0.0,0.0,0.0,2.0,0.0,True,3.75,0.0,0,0,0.0,0.0,100.0,0.0,0.0
66,0.6700000000000004,3.75,0.0,0.0,0.0,0.0,2.0,0.0,True,3.75,0.0,0,0,0.0,0.0,100.0,0.0,0.0
67,0.6800000000000004,3.775,0.0,0.0,0.0,0.0,2.0,0.0,True,3.775,0.0,0,0,0.0,0.0,100.0,0.0,0.0
68,0.6900000000000004,3.8,0.0,0.0,0.0,0.0,2.0,0.0,True,3.8,0.0,0,0,0.0,0.0,100.0,0.0,0.0
69,0.7000000000000004,3.8499999999999996,0.0,0.0,0.0,0.0,2.0,0.0,True,3.8499999999999996,0.0,0,0,0.0,0.0,100.0,0.0,0.0
70,0.7100000000000004,3.9375,0.0,0.0,0.0,0.0,2.0,0.0,True,3.9375,0.0,0,0,0.0,0.0,100.0,0.0,0.0
71,0.7200000000000004,3.9875,0.0,0.0,0.0,0.0,2.0,0.0,True,3.9875,0.0,0,0,0.0,0.0,100.0,0.0,0.0
72,0.7300000000000004,4.0125,0.0,0.0,0.0,0.0,2.0,0.0,True,4.0125,0.0,0,0,0.0,0.0,100.0,0.0,0.0
73,0.7400000000000004,4.0375,0.0,0.0,0.0,0.0,2.0,0.0,True,4.0375,0.0,0,0,0.0,0.0,100.0,0.0,0.0
74,0.7500000000000004,4.0625,0.0,0.0,0.0,0.0,2.0,0.0,True,4.0625,0.0,0,0,0.0,0.0,100.0,0.0,0.0
75,0.7600000000000005,4.112500000000001,0.0,0.0,0.0,0.0,2.0,0.0,True,4.112500000000001,0.0,0,0,0.0,0.0,100.0,0.0,0.0
76,0.7700000000000005,4.1625000000000005,0.0,0.0,0.0,0.0,2.0,0.0,True,4.1625000000000005,0.0,0,0,0.0,0.0,100.0,0.0,0.0
77,0.7800000000000005,4.25,0.0,0.0,0.0,0.0,2.0,0.0,True,4.25,0.0,0,0,0.0,0.0,100.0,0.0,0.0
78,0.7900000000000005,4.375,0.0,0.0,0.0,0.0,2.0,0.0,True,4.375,0.0,0,0,0.0,0.0,100.0,0.0,0.0
79,0.8000000000000005,4.4,0.0,0.0,0.0,0.0,2.0,0.0,True,4.4,0.0,0,0,0.0,0.0,100.0,0.0,0.0
80,0.8100000000000005,4.45,0.0,0.0,0.0,0.0,2.0,0.0,True,4.45,0.0,0,0,0.0,0.0,100.0,0.0,0.0
81,0.8200000000000005,4.475,0.0,0.0,0.0,0.0,2.0,0.0,True,4.475,0.0,0,0,0.0,0.0,100.0,0.0,0.0
82,0.8300000000000005,4.525,0.0,0.0,0.0,0.0,2.0,0.0,True,4.525,0.0,0,0,0.0,0.0,100.0,0.0,0.0
83,0.8400000000000005,4.55,0.0,0.0,0.0,0.0,2.0,0.0,True,4.55,0.0,0,0,0.0,0.0,100.0,0.0,0.0
84,0.8500000000000005,4.6,0.0,0.0,0.0,0.0,2.0,0.0,True,4.6,0.0,0,0,0.0,0.0,100.0,0.0,0.0
85,0.8600000000000005,4.625,0.0,0.0,0.0,0.0,2.0,0.0,True,4.625,0.0,0,0,0.0,0.0,100.0,0.0,0.0
86,0.8700000000000006,4.6875,0.0,0.0,0.0,0.0,2.0,0.0,True,4.6875,0.0,0,0,0.0,0.0,100.0,0.0,0.0
87,0.8800000000000006,4.737500000000001,0.0,0.0,0.0,0.0,2.0,0.0,True,4.737500000000001,0.0,0,0,0.0,0.0,100.0,0.0,0.0
88,0.8900000000000006,4.7875,0.0,0.0,0.0,0.0,2.0,0.0,True,4.7875,0.0,0,0,0.0,0.0,100.0,0.0,0.0
89,0.9000000000000006,4.8375,0.0,0.0,0.0,0.0,2.0,0.0,True,4.8375,0.0,0,0,0.0,0.0,100.0,0.0,0.0
90,0.9100000000000006,4.925000000000001,0.0,0.0,0.0,0.0,2.0,0.0,True,4.925000000000001,0.0,0,0,0.0,0.0,100.0,0.0,0.0
91,0.9200000000000006,4.975,0.0,0.0,0.0,0.0,2.0,0.0,True,4.975,0.0,0,0,0.0,0.0,100.0,0.0,0.0
92,0.9300000000000006,5.025,0.0,0.0,0.0,0.0,2.0,0.0,True,5.025,0.0,0,0,0.0,0.0,100.0,0.0,0.0
93,0.9400000000000006,5.05,0.0,0.0,0.0,0.0,2.0,0.0,True,5.05,0.0,0,0,0.0,0.0,100.0,0.0,0.0
94,0.9500000000000006,5.1,0.0,0.0,0.0,0.0,2.0,0.0,True,5.1,0.0,0,0,0.0,0.0,100.0,0.0,0.0
95,0.9600000000000006,5.025,0.0,0.0,0.0,0.0,2.0,0.0,True,5.025,0.0,0,0,0.0,0.0,100.0,0.0,0.0
96,0.9700000000000006,5.1125,0.0,0.0,0.0,0.0,2.0,0.0,True,5.1125,0.0,0,0,0.0,0.0,100.0,0.0,0.0
97,0.9800000000000006,5.1625000000000005,0.0,0.0,0.0,0.0,2.0,0.0,True,5.1625000000000005,0.0,0,0,0.0,0.0,100.0,0.0,0.0
98,0.9900000000000007,5.3125,0.0,0.0,0.0,0.0,2.0,0.0,True,5.3125,0.0,0,0,0.0,0.0,100.0,0.0,0.0
99,1.0000000000000007,5.362500000000001,0.0,0.0,0.0,0.0,2.0,0.0,True,5.362500000000001,0.0,0,0,0.0,0.0,100.0,0.0,0.0
100,1.0100000000000007,5.4125000000000005,0.0,0.0,0.0,0.0,2.0,0.0,True,5.4125000000000005,0.0,0,0,0.0,0.0,100.0,0.0,0.0
101,1.0200000000000007,5.4625,0.0,0.0,0.0,0.0,2.0,0.0,True,5.4625,0.0,0,0,0.0,0.0,100.0,0.0,0.0
102,1.0300000000000007,5.5125,0.0,0.0,0.0,0.0,2.0,0.0,True,5.5125,0.0,0,0,0.0,0.0,100.0,0.0,0.0
103,1.0400000000000007,5.5625,0.0,0.0,0.0,0.0,2.0,0.0,True,5.5625,0.0,0,0,0.0,0.0,100.0,0.0,0.0
104,1.0500000000000007,5.7125,0.0,0.0,0.0,0.0,2.0,0.0,True,5.7125,0.0,0,0,0.0,0.0,100.0,0.0,0.0
105,1.0600000000000007,5.7625,0.0,0.0,0.0,0.0,2.0,0.0,True,5.7625,0.0,0,0,0.0,0.0,100.0,0.0,0.0
106,1.0700000000000007,5.85,0.0,0.0,0.0,0.0,2.0,0.0,True,5.85,0.0,0,0,0.0,0.0,100.0,0.0,0.0
107,1.0800000000000007,5.85,0.0,0.0,0.0,0.0,2.0,0.0,True,5.85,0.0,0,0,0.0,0.0,100.0,0.0,0.0
108,1.0900000000000007,5.9,0.0,0.0,0.0,0.0,2.0,0.0,True,5.9,0.0,0,0,0.0,0.0,100.0,0.0,0.0
109,1.1000000000000008,5.949999999999999,0.0,0.0,0.0,0.0,2.0,0.0,True,5.949999999999999,0.0,0,0,0.0,0.0,100.0,0.0,0.0
110,1.1100000000000008,6.0375,0.0,0.0,0.0,0.0,2.0,0.0,True,6.0375,0.0,0,0,0.0,0.0,100.0,0.0,0.0
111,1.1200000000000008,6.0875,0.0,0.0,0.0,0.0,2.0,0.0,True,6.0875,0.0,0,0,0.0,0.0,100.0,0.0,0.0
112,1.1300000000000008,6.137499999999999,0.0,0.0,0.0,0.0,2.0,0.0,True,6.137499999999999,0.0,0,0,0.0,0.0,100.0,0.0,0.0
113,1.1400000000000008,6.199999999999999,0.0,0.0,0.0,0.0,2.0,0.0,True,6.199999999999999,0.0,0,0,0.0,0.0,100.0,0.0,0.0
114,1.1500000000000008,6.25,0.0,0.0,0.0,0.0,2.0,0.0,True,6.25,0.0,0,0,0.0,0.0,100.0,0.0,0.0
115,1.1600000000000008,6.275,0.0,0.0,0.0,0.0,2.0,0.0,True,6.275,0.0,0,0,0.0,0.0,100.0,0.0,0.0
116,1.1700000000000008,6.3625,0.0,0.0,0.0,0.0,2.0,0.0,True,6.3625,0.0,0,0,0.0,0.0,100.0,0.0,0.0
117,1.1800000000000008,6.387499999999999,0.0,0.0,0.0,0.0,2.0,0.0,True,6.387499999999999,0.0,0,0,0.0,0.0,100.0,0.0,0.0
118,1.1900000000000008,6.4125,0.0,0.0,0.0,0.0,2.0,0.0,True,6.4125,0.0,0,0,0.0,0.0,100.0,0.0,0.0
119,1.2000000000000008,6.5625,0.0,0.0,0.0,0.0,2.0,0.0,True,6.5625,0.0,0,0,0.0,0.0,100.0,0.0,0.0
120,1.2100000000000009,6.5875,0.0,0.0,0.0,0.0,2.0,0.0,True,6.5875,0.0,0,0,0.0,0.0,100.0,0.0,0.0
121,1.2200000000000009,6.65,0.0,0.0,0.0,0.0,2.0,0.0,True,6.65,0.0,0,0,0.0,0.0,100.0,0.0,0.0
122,1.2300000000000009,6.7375,0.0,0.0,0.0,0.0,2.0,0.0,True,6.7375,0.0,0,0,0.0,0.0,100.0,0.0,0.0
123,1.2400000000000009,6.8,0.0,0.0,0.0,0.0,2.0,0.0,True,6.8,0.0,0,0,0.0,0.0,100.0,0.0,0.0
124,1.2500000000000009,6.85,0.0,0.0,0.0,0.0,2.0,0.0,True,6.85,0.0,0,0,0.0,0.0,100.0,0.0,0.0
125,1.260000000000001,6.975,0.0,0.0,0.0,0.0,2.0,0.0,True,6.975,0.0,0,0,0.0,0.0,100.0,0.0,0.0
126,1.270000000000001,7.025,0.0,0.0,0.0,0.0,2.0,0.0,True,7.025,0.0,0,0,0.0,0.0,100.0,0.0,0.0
127,1.280000000000001,7.074999999999999,0.0,0.0,0.0,0.0,2.0,0.0,True,7.074999999999999,0.0,0,0,0.0,0.0,100.0,0.0,0.0
128,1.290000000000001,7.125,0.0,0.0,0.0,0.0,2.0,0.0,True,7.125,0.0,0,0,0.0,0.0,100.0,0.0,0.0
129,1.300000000000001,7.15,0.0,0.0,0.0,0.0,2.0,0.0,True,7.15,0.0,0,0,0.0,0.0,100.0,0.0,0.0
130,1.310000000000001,7.2,0.0,0.0,0.0,0.0,2.0,0.0,True,7.2,0.0,0,0,0.0,0.0,100.0,0.0,0.0
131,1.320000000000001,7.25,0.0,0.0,0.0,0.0,2.0,0.0,True,7.25,0.0,0,0,0.0,0.0,100.0,0.0,0.0
132,1.330000000000001,7.375,0.0,0.0,0.0,0.0,2.0,0.0,True,7.375,0.0,0,0,0.0,0.0,100.0,0.0,0.0
133,1.340000000000001,7.5,0.0,0.0,0.0,0.0,2.0,0.0,True,7.5,0.0,0,0,0.0,0.0,100.0,0.0,0.0
134,1.350000000000001,7.550000000000001,0.0,0.0,0.0,0.0,2.0,0.0,True,7.550000000000001,0.0,0,0,0.0,0.0,100.0,0.0,0.0
135,1.360000000000001,7.6000000000000005,0.0,0.0,0.0,0.0,2.0,0.0,True,7.6000000000000005,0.0,0,0,0.0,0.0,100.0,0.0,0.0
136,1.370000000000001,7.65,0.0,0.0,0.0,0.0,2.0,0.0,True,7.65,0.0,0,0,0.0,0.0,100.0,0.0,0.0
137,1.380000000000001,7.700000000000001,0.0,0.0,0.0,0.0,2.0,0.0,True,7.700000000000001,0.0,0,0,0.0,0.0,100.0,0.0,0.0
138,1.390000000000001,7.725,0.0,0.0,0.0,0.0,2.0,0.0,True,7.725,0.0,0,0,0.0,0.0,100.0,0.0,0.0
139,1.400000000000001,7.875,0.0,0.0,0.0,0.0,2.0,0.0,True,7.875,0.0,0,0,0.0,0.0,100.0,0.0,0.0
140,1.410000000000001,7.925,0.0,0.0,0.0,0.0,2.0,0.0,True,7.925,0.0,0,0,0.0,0.0,100.0,0.0,0.0
141,1.420000000000001,7.975,0.0,0.0,0.0,0.0,2.0,0.0,True,7.975,0.0,0,0,0.0,0.0,100.0,0.0,0.0
142,1.430000000000001,8.025,0.0,0.0,0.0,0.0,2.0,0.0,True,8.025,0.0,0,0,0.0,0.0,100.0,0.0,0.0
143,1.440000000000001,8.075,0.0,0.0,0.0,0.0,2.0,0.0,True,8.075,0.0,0,0,0.0,0.0,100.0,0.0,0.0
144,1.450000000000001,8.1625,0.0,0.0,0.0,0.0,2.0,0.0,True,8.1625,0.0,0,0,0.0,0.0,100.0,0.0,0.0
145,1.460000000000001,8.3125,0.0,0.0,0.0,0.0,2.0,0.0,True,8.3125,0.0,0,0,0.0,0.0,100.0,0.0,0.0
146,1.470000000000001,8.3625,0.0,0.0,0.0,0.0,2.0,0.0,True,8.3625,0.0,0,0,0.0,0.0,100.0,0.0,0.0
147,1.480000000000001,8.412500000000001,0.0,0.0,0.0,0.0,2.0,0.0,True,8.412500000000001,0.0,0,0,0.0,0.0,100.0,0.0,0.0
148,1.490000000000001,8.412500000000001,0.0,0.0,0.0,0.0,2.0,0.0,True,8.412500000000001,0.0,0,0,0.0,0.0,100.0,0.0,0.0
149,1.500000000000001,8.475000000000001,0.0,0.0,0.0,0.0,2.0,0.0,True,8.475000000000001,0.0,0,0,0.0,0.0,100.0,0.0,0.0
150,1.5100000000000011,8.7375,0.0,0.0,0.0,0.0,2.0,0.0,True,8.7375,0.0,0,0,0.0,0.0,100.0,0.0,0.0
151,1.5200000000000011,8.7375,0.0,0.0,0.0,0.0,2.0,0.0,True,8.7375,0.0,0,0,0.0,0.0,100.0,0.0,0.0
152,1.5300000000000011,8.787500000000001,0.0,0.0,0.0,0.0,2.0,0.0,True,8.787500000000001,0.0,0,0,0.0,0.0,100.0,0.0,0.0
153,1.5400000000000011,8.8125,0.0,0.0,0.0,0.0,2.0,0.0,True,8.8125,0.0,0,0,0.0,0.0,100.0,0.0,0.0
154,1.5500000000000012,8.9375,0.0,0.0,0.0,0.0,2.0,0.0,True,8.9375,0.0,0,0,0.0,0.0,100.0,0.0,0.0
155,1.5600000000000012,8.9625,0.0,0.0,0.0,0.0,2.0,0.0,True,8.9625,0.0,0,0,0.0,0.0,100.0,0.0,0.0
156,1.5700000000000012,9.1125,0.0,0.0,0.0,0.0,2.0,0.0,True,9.1125,0.0,0,0,0.0,0.0,100.0,0.0,0.0
157,1.5800000000000012,9.162500000000001,0.0,0.0,0.0,0.0,2.0,0.0,True,9.162500000000001,0.0,0,0,0.0,0.0,100.0,0.0,0.0
158,1.5900000000000012,9.25,0.0,0.0,0.0,0.0,2.0,0.0,True,9.25,0.0,0,0,0.0,0.0,100.0,0.0,0.0
159,1.6000000000000012,9.3,0.0,0.0,0.0,0.0,2.0,0.0,True,9.3,0.0,0,0,0.0,0.0,100.0,0.0,0.0
160,1.6100000000000012,9.350000000000001,0.0,0.0,0.0,0.0,2.0,0.0,True,9.350000000000001,0.0,0,0,0.0,0.0,100.0,0.0,0.0
161,1.6200000000000012,9.400000000000002,0.0,0.0,0.0,0.0,2.0,0.0,True,9.400000000000002,0.0,0,0,0.0,0.0,100.0,0.0,0.0
162,1.6300000000000012,9.45,0.0,0.0,0.0,0.0,2.0,0.0,True,9.45,0.0,0,0,0.0,0.0,100.0,0.0,0.0
163,1.6400000000000012,9.5,0.0,0.0,0.0,0.0,2.0,0.0,True,9.5,0.0,0,0,0.0,0.0,100.0,0.0,0.0
164,1.6500000000000012,9.525000000000002,0.0,0.0,0.0,0.0,2.0,0.0,True,9.525000000000002,0.0,0,0,0.0,0.0,100.0,0.0,0.0
165,1.6600000000000013,9.575000000000001,0.0,0.0,0.0,0.0,2.0,0.0,True,9.575000000000001,0.0,0,0,0.0,0.0,100.0,0.0,0.0
166,1.6700000000000013,9.575000000000001,0.0,0.0,0.0,0.0,2.0,0.0,True,9.575000000000001,0.0,0,0,0.0,0.0,100.0,0.0,0.0
167,1.6800000000000013,9.662500000000001,0.0,0.0,0.0,0.0,2.0,0.0,True,9.662500000000001,0.0,0,0,0.0,0.0,100.0,0.0,0.0
168,1.6900000000000013,9.712500000000002,0.0,0.0,0.0,0.0,2.0,0.0,True,9.712500000000002,0.0,0,0,0.0,0.0,100.0,0.0,0.0
169,1.7000000000000013,9.762500000000001,0.0,0.0,0.0,0.0,2.0,0.0,True,9.762500000000001,0.0,0,0,0.0,0.0,100.0,0.0,0.0
170,1.7100000000000013,9.787500000000001,0.0,0.0,0.0,0.0,2.0,0.0,True,9.787500000000001,0.0,0,0,0.0,0.0,100.0,0.0,0.0
171,1.7200000000000013,9.812500000000002,0.0,0.0,0.0,0.0,2.0,0.0,True,9.812500000000002,0.0,0,0,0.0,0.0,100.0,0.0,0.0
172,1.7300000000000013,9.812500000000002,0.0,0.0,0.0,0.0,2.0,0.0,True,9.812500000000002,0.0,0,0,0.0,0.0,100.0,0.0,0.0
173,1.7400000000000013,9.8375,0.0,0.0,0.0,0.0,2.0,0.0,True,9.8375,0.0,0,0,0.0,0.0,100.0,0.0,0.0
174,1.7500000000000013,9.887500000000001,0.0,0.0,0.0,0.0,2.0,0.0,True,9.887500000000001,0.0,0,0,0.0,0.0,100.0,0.0,0.0
175,1.7600000000000013,9.9375,0.0,0.0,0.0,0.0,2.0,0.0,True,9.9375,0.0,0,0,0.0,0.0,100.0,0.0,0.0
176,1.7700000000000014,10.025000000000002,0.0,0.0,0.0,0.0,2.0,0.0,True,10.025000000000002,0.0,0,0,0.0,0.0,100.0,0.0,0.0
177,1.7800000000000014,10.025000000000002,0.0,0.0,0.0,0.0,2.0,0.0,True,10.025000000000002,0.0,0,0,0.0,0.0,100.0,0.0,0.0
178,1.7900000000000014,10.075000000000001,0.0,0.0,0.0,0.0,2.0,0.0,True,10.075000000000001,0.0,0,0,0.0,0.0,100.0,0.0,0.0
179,1.8000000000000014,10.137500000000001,0.0,0.0,0.0,0.0,2.0,0.0,True,10.137500000000001,0.0,0,0,0.0,0.0,100.0,0.0,0.0
180,1.8100000000000014,10.162500000000001,0.0,0.0,0.0,0.0,2.0,0.0,True,10.162500000000001,0.0,0,0,0.0,0.0,100.0,0.0,0.0
