step,time,omega,kinetic,potential,entropy,gradient_norm,max_density,min_density,is_stable,gradient_energy,entropy_interaction,max_avalanche,avalanche_count,mean_size,power_law_exponent,price,momentum,value_delta
0,1.0,0.8764950000000002,0.0,0.0012500000000000002,0.0,0.0,1.0,0.0,True,0.8750000000000002,0.00024500000000000005,0,0,0.0,0.0,100.000000245,2.4500000000000003e-06,0.0
1,2.0,1.7529802000000003,0.0,0.0025000000000000005,0.0,0.0,1.0,0.0,True,1.7500000000000004,0.00048020000000000007,0,0,0.0,0.0,100.00000073745,7.129500000000002e-06,0.0
2,3.0,2.254455894000001,0.0,0.0037500000000000007,0.0,0.0,1.0,0.0,True,2.2500000000000004,0.0007058940000000001,0,0,0.0,0.0,100.00000147899149,1.3831965000000003e-05,0.0
3,4.0,2.7559223681600002,0.0,0.005000000000000001,0.0,0.0,1.0,0.0,True,2.7500000000000004,0.0009223681600000001,0,0,0.0,0.0,100.0000024705195,2.2364048350000003e-05,0.0
4,5.0,3.2573799009960003,0.0,0.006250000000000001,0.0,0.0,1.0,0.0,True,3.2500000000000004,0.0011299009960000002,0,0,0.0,0.0,100.00000371224077,3.25448558925e-05,0.0
5,6.0,3.7588287635712967,0.0,0.0075000000000000015,0.0,0.0,1.0,0.0,True,3.750000000000001,0.0013287635712960003,0,0,0.0,0.0,100.00000520372866,4.4205248810835e-05,0.0
6,7.0,4.260269219683183,0.0,0.00875,0.0,0.0,1.0,0.0,True,4.250000000000001,0.0015192196831817603,0,0,0.0,0.0,100.00000694397468,5.7187183202110864e-05,0.0
7,8.0,4.761701526045164,0.0,0.010000000000000002,0.0,0.0,1.0,0.0,True,4.750000000000001,0.0017015260451635713,0,0,0.0,0.0,100.00000893143677,7.134308449364103e-05,0.0
8,9.0,5.263125932464794,0.0,0.011250000000000003,0.0,0.0,1.0,0.0,True,5.250000000000001,0.0018759324647928375,0,0,0.0,0.0,100.00001116408485,8.653525491688735e-05,0.0
9,10.0,6.13954268201722,0.0,0.012500000000000002,0.0,0.0,1.0,0.0,True,6.125000000000001,0.0020426820172188675,0,0,0.0,0.0,100.00001363944342,0.00010263531234323165,0.0
